ingredient_item_text,ingredient_positions,atc_code,atc_display,ingredient_coding_code_cas,ingredient_coding_display_cas,ingredient_coding_code_ask,found_ask_id,found_cas_code,found_cas_display,cas_quelle,action,comment,dirty_type,corrected_ingredient_text,corrected_ingredient_positions,additional_ask_id,additional_cas_code,additional_cas_display
Eisen(II)-Ion,1,B03AA01,Eisen(II)glycinsulfat,,,,,14729-84-1,Eisen(II)-glycin-sulfat-Komplex,FDA GSRS UNII 56PS9HY5XI; PubChem CID 167159,dirty_ingredient_text,DWH stores the Fe(II) equivalent instead of the actual active substance; ferro sanol products contain Eisen(II)-glycin-sulfat-Komplex.,active_moiety_instead_of_substance,Eisen(II)-glycin-sulfat-Komplex,1,,,
Eisen(II)-Ion,1,B03AA03,Eisen(II)gluconat,,,,3313,299-29-6,Eisen(Ⅱ)-gluconat-Hydrat (Ph.Eur.) ((mit Angaben zum Wasser-Gehalt (1:x))),BfArM BEZVO ASK #03313; PubChem CID 23616740,dirty_ingredient_text,DWH stores the Fe(II) equivalent instead of the actual active substance; Lösferron contains Eisen(II)-gluconat-Hydrat.,active_moiety_instead_of_substance,Eisen(II)-gluconat-Hydrat,1,,,
Eisen(III)-Ion,1,B03AB05,Eisen(III)hydroxid-Polymaltose-Komplex,,,,13974,53858-86-9,"Eisen(Ⅲ)-Carboxymaltose x-y kDa ((mit Angabe des Bereichs x-y der Massen-gemittelten Partikelmasse in kDa (Kilodalton, kg/mol)))",BfArM BEZVO ASK #13974,dirty_ingredient_text,DWH stores the Fe(III) equivalent instead of the actual active substance; PZN 02190861 confirms Eisen(III)-hydroxid-Polymaltose-Komplex.,active_moiety_instead_of_substance,,,,,
Eisen(III)-Ion,1,B03AC01,Eisen(III)hydroxid-Polymaltose-Komplex,,,,13974,53858-86-9,"Eisen(Ⅲ)-Carboxymaltose x-y kDa ((mit Angabe des Bereichs x-y der Massen-gemittelten Partikelmasse in kDa (Kilodalton, kg/mol)))",BfArM BEZVO ASK #13974,dirty_ingredient_text,DWH stores the Fe(III) equivalent instead of the actual active substance; Ferinject contains Eisen(III)-Carboxymaltose.,active_moiety_instead_of_substance,Eisen(III)-Carboxymaltose,1,,,
Eisen(III)-Ion,1,B03AC02,Eisen(III)oxid-Saccharose-Komplex,,,,19742,8047-67-4,Eisen(Ⅲ)-hydroxid-Saccharose-Wasser-Komplex ((mit Angaben zur Zusammensetzung und mittleren Molmasse)),BfArM BEZVO ASK #19742,dirty_ingredient_text,DWH stores the Fe(III) equivalent instead of the actual active substance; FerMed contains Eisen(III)-hydroxid-Saccharose-Komplex.,active_moiety_instead_of_substance,Eisen(III)-hydroxid-Saccharose-Komplex,1,,,
Eisen(III)-Ion,1,B03AC07,Eisen(III)natrium-Gluconat-Komplex,,,,41595,,Eisen(Ⅲ)-natrium-ᴅ-gluconat-hydroxid-oxid-Komplex (ca. 2:1:1:x:y),BfArM BEZVO ASK #41595,dirty_ingredient_text,DWH stores the Fe(III) equivalent instead of the actual active substance; Ferrlecit contains Eisen(III)-natrium-D-gluconat-hydroxid-oxid-Komplex.,active_moiety_instead_of_substance,Eisen(III)-natrium-D-gluconat-hydroxid-oxid-Komplex,1,,,
"Elektrolyte mit Kohlenhydraten, Infusionslösungen",1,B05BB02,Elektrolyte mit Kohlenhydraten,,,,,,,,not_mappable_general_category,General combination category; no single substance or CAS can be assigned.,,,,,,
"Elektrolyte, Infusionslösungen",1,B05BB01,Elektrolyte,,,,,,,,not_mappable_general_category,General electrolyte infusion category; no single substance or CAS can be assigned.,,,,,,
Enalapril maleat,1,C09AA02,Enalapril,,,,23100,76095-16-4,Enalaprilmaleat,BfArM BEZVO ASK #23100,add_name_mapping,,,,,,,
Eosin,1,D03AX00,,,,,,17372-87-1,Eosin,PubChem CID 11048,add_new_substance,,,,,,,
Ephedrin hydrochlorid,1,C01CA26,Ephedrin,,,,120,50-98-6,Ephedrinhydrochlorid,BfArM BEZVO ASK #00120,add_name_mapping,,,,,,,
Escherichia coli; Stamm Nissle 1917,1,A07EF01,"Escherichia coli, Stamm Nissle 1917",,,,,68583-22-2,Escherichia coli,EPA SRS CAS 68583-22-2,add_new_substance,General E. coli CAS; not specific to strain Nissle 1917.,,,,,,
Escherichia coli; Stamm Nissle 1917,1,A07FA03,Escherichia coli,,,,,68583-22-2,Escherichia coli,EPA SRS CAS 68583-22-2,add_new_substance,General E. coli CAS; not specific to strain Nissle 1917.,,,,,,
Esmolol hydrochlorid,1,C07AB09,Esmolol,,,,22892,81161-17-3,Esmololhydrochlorid,BfArM BEZVO ASK #22892,add_name_mapping,,,,,,,
Ethambutol dihydrochlorid,1,J04AK02,Ethambutol,,,,1594,1070-11-7,Ethambutoldihydrochlorid,BfArM BEZVO ASK #01594,add_name_mapping,,,,,,,
Eucalyptusöl,1,R04AP30,Kombinationen,,,,36051,8000-48-4,"Eucalyptusöl, raffiniert",BfArM BEZVO ASK #36051; PubChem; ECHA,add_missing_cas_code,,,,,,,
Fenoterol hydrobromid,1,G02CA03,Fenoterol,,,,6253,1944-12-3,Fenoterolhydrobromid,BfArM BEZVO ASK #06253,add_name_mapping,,,,,,,
Fenoterol hydrobromid,1,R03AC04,Fenoterol,,,,6253,1944-12-3,Fenoterolhydrobromid,BfArM BEZVO ASK #06253,add_name_mapping,,,,,,,
Fenoterol hydrobromid,2,R03AL01,Fenoterol und Ipratropiumbromid,,,,6253,1944-12-3,Fenoterolhydrobromid,BfArM BEZVO ASK #06253,add_name_mapping,,,,,,,
Fett-Emulsionen,1,B05BA02,Fett-Emulsionen,,,,,,,,not_mappable_general_category,General lipid emulsion category; no single CAS can be assigned.,,,,,,
"Fettsäuren (C18:2), ungesättigt",1,D02AX00,,,,,15405,,Ungesättigte Fettsäuren,BfArM BEZVO ASK #15405,add_name_mapping,C18:2 fatty acid mixture; not a single chemically defined substance.,,,,,,
Flecainid acetat,1,C01BC04,Flecainid,,,,21899,54143-56-5,Flecainidacetat,BfArM BEZVO ASK #21899,add_name_mapping,,,,,,,
"Flohsamenschalen, indische",1,A06AC01,Ispaghula (Flohsamen),,,,,8063-16-9,Plantaginis ovatae testa,PubChem SID 135282130,add_new_substance,,,,,,,
Fluorescein-Natrium,2,S01JA51,"Fluorescein, Kombinationen",,,,2064,518-47-8,Fluorescein-Natrium (Ph.Eur.),BfArM BEZVO ASK #02064,check_mapping_or_join,Exact DWH name already exists under ASK 02064 with CAS 518-47-8.,,,,,,
Flupentixol decanoat,1,N05AF01,Flupentixol,,,,3371,30909-51-4,Flupentixoldecanoat,BfArM BEZVO ASK #03371,add_name_mapping,,,,,,,
Flupredniden 21-acetat,2,D01AA20,Antibiotika in Kombination mit Corticosteroiden,,,,3666,1255-35-2,Flupredniden-21-acetat,BfArM BEZVO ASK #03666,check_mapping_or_join,,,,,,,
Flupredniden 21-acetat,2,D01AC20,Imidazole/Triazole in Kombination mit Corticosteroiden,,,,3666,1255-35-2,Flupredniden-21-acetat,BfArM BEZVO ASK #03666,check_mapping_or_join,,,,,,,
Flurbiprofen natrium-2-Wasser,1,S01BC04,Flurbiprofen,,,,16603,1584155-62-3,Flurbiprofen-Natrium-Dihydrat,BfArM BEZVO ASK #16603,add_name_mapping,,,,,,,
Fluticason 17-propionat,1,R01AD08,Fluticason,,,,23857,80474-14-2,Fluticasonpropionat (Ph.Eur.),BfArM BEZVO ASK #23857,check_mapping_or_join,Normalized DWH name already exists under ASK 23857 with CAS 80474-14-2.,,,,,,
Fluticason 17-propionat,2,R03AK06,Salmeterol und Fluticason,,,,23857,80474-14-2,Fluticasonpropionat (Ph.Eur.),BfArM BEZVO ASK #23857,check_mapping_or_join,Normalized DWH name already exists under ASK 23857 with CAS 80474-14-2.,,,,,,
Formoterol hemifumarat-1-Wasser,1,R03AC13,Formoterol,,,,23761,183814-30-4,Formoterolfumarat-Dihydrat (Ph.Eur.),BfArM BEZVO ASK #23761,add_name_mapping,,,,,,,
Formoterol hemifumarat-1-Wasser,2,R03AK07,Formoterol und Budesonid,,,,23761,183814-30-4,Formoterolfumarat-Dihydrat (Ph.Eur.),BfArM BEZVO ASK #23761,add_name_mapping,,,,,,,
Formoterol hemifumarat-1-Wasser,2,R03AK08,Formoterol und Beclometason,,,,23761,183814-30-4,Formoterolfumarat-Dihydrat (Ph.Eur.),BfArM BEZVO ASK #23761,add_name_mapping,,,,,,,
Formoterol hemifumarat-1-Wasser,2,R03AL05,Formoterol und Aclidiniumbromid,,,,23761,183814-30-4,Formoterolfumarat-Dihydrat (Ph.Eur.),BfArM BEZVO ASK #23761,add_name_mapping,,,,,,,
Formoterol hemifumarat-1-Wasser,2,R03AL09,"Formoterol, Glycopyrroniumbromid und Beclometason",,,,23761,183814-30-4,Formoterolfumarat-Dihydrat (Ph.Eur.),BfArM BEZVO ASK #23761,add_name_mapping,,,,,,,
Foscarnet natrium-6-Wasser,1,J05AD01,Foscarnet,,,,27424,34156-56-4,Foscarnet-Natrium-Hexahydrat,BfArM BEZVO ASK #27424,add_name_mapping,,,,,,,
Gentamicin sulfat,2,J01GB03,Gentamicin,,,,3989,1405-41-0,Gentamicinsulfat,BfArM BEZVO ASK #03989,add_name_mapping,,,,,,,
Gentamicin sulfat,1,S01AA11,Gentamicin,,,,3989,1405-41-0,Gentamicinsulfat,BfArM BEZVO ASK #03989,add_name_mapping,,,,,,,
Gesamt-Plasmaprotein (human),1,J06BA02,"Immunglobuline, normal human, zur intravasalen Anwendung",,,,10679,871903-86-5,Plasmaproteine vom Menschen,BfArM BEZVO ASK #10679,add_name_mapping,,,,,,,
"Glucagon, rekombiniert",1,H04AA01,Glucagon,,,,6851,16941-32-5,Glucagon,BfArM BEZVO ASK #06851,add_name_mapping,,,,,,,
"Glucose, wasserfrei zur parenteralen Anwendung",1,B05BA11,Glucose,,,,12829,50-99-7,Glucose,BfArM BEZVO ASK #12829,add_name_mapping,DWH name denotes anhydrous glucose; the parenteral-use qualifier does not change the substance.,,,,,,
"Glucose, wasserfrei zur parenteralen Anwendung",1,V07AB10,Verschiedene Verduennungsloesungen,,,,12829,50-99-7,Glucose,BfArM BEZVO ASK #12829,add_name_mapping,,,,,,,
Glucose-1-Wasser,1,V04CA02,Glucose,,,,133,14431-43-7,Glucose-Monohydrat (Ph.Eur.),BfArM BEZVO ASK #00133,add_name_mapping,,,,,,,
"Glucose-Testzone, Blut",1,V04CA03,"Glucose-Testzone, Blut",,,,,,,,not_mappable_general_category,"Diagnostic test zone, not a single chemically defined substance.",,,,,,
Glycerol 85%,1,A06AX01,Glycerol,,Glycerol 85%,12816,12816,56-81-5,Glycerol 85%,BfArM BEZVO ASK #12816,add_missing_cas_code,"CAS 56-81-5 refers to glycerol; 85% indicates the concentration, not a different substance.",,,,,,
Glycopyrronium-Kation,2,R03AL04,Indacaterol und Glycopyrroniumbromid,,,,36604,13283-82-4,Glycopyrronium,BfArM BEZVO ASK #36604,add_name_mapping,DWH name denotes glycopyrronium cation without specified stereochemistry.,,,,,,
Glycopyrronium-Kation,3,R03AL09,"Formoterol, Glycopyrroniumbromid und Beclometason",,,,36604,13283-82-4,Glycopyrronium,BfArM BEZVO ASK #36604,add_name_mapping,,,,,,,
Glycopyrronium-Kation,2,R03AL12,"Indacaterol, Glycopyrroniumbromid und Mometason",,,,36604,13283-82-4,Glycopyrronium,BfArM BEZVO ASK #36604,add_name_mapping,,,,,,,
Glycopyrronium-Kation,1,R03BB06,Glycopyrroniumbromid,,,,36604,13283-82-4,Glycopyrronium,BfArM BEZVO ASK #36604,add_name_mapping,,,,,,,
Gonadorelin acetat,1,V04CM01,Gonadorelin,,,,14444,34973-08-5,Gonadorelinacetat (Ph.Eur.),BfArM BEZVO ASK #14444,add_name_mapping,,,,,,,
Heparin natrium vom Schwein,1,B01AB01,Heparin,,,,1165,9041-08-1,Heparin-Natrium,BfArM BEZVO ASK #01165; PubChem CID 22833565,add_missing_cas_code,,,,,,,
Heparin natrium vom Schwein,1,C05BA03,Heparin,,,,1165,9041-08-1,Heparin-Natrium,BfArM BEZVO ASK #01165; PubChem CID 22833565,add_missing_cas_code,,,,,,,
"Hepatitis A, inaktiviert, ganzes Virus",1,J07BC02,"Hepatitis A, inaktiviert, ganzes Virus",,,,,,,,not_mappable_general_category,General inactivated whole-virus vaccine antigen; strain and product are unspecified.,,,,,,
Hepatitis-B-Immunglobulin vom Menschen,1,J06BB04,Hepatitis-B-Immunglobulin,,,,,,,,not_mappable_general_category,Polyclonal human hepatitis B immunoglobulin; monoclonal antibody CAS records are not applicable.,,,,,,
"Hepatitis-B-Impfstoff, rekombiniert, monovalent",1,J07BC01,"Hepatitis B, gereinigtes Antigen",,,,,104504-34-9,Hepatitis B vaccine,PubChem CID 16132438,add_new_substance,Recombinant hepatitis B vaccine has a CAS but no corresponding BEZVO ASK.,,,,,,
Herbstzeitlose-Gesamtalkaloide,1,M04AC01,Colchicin,,,,,,,,not_mappable_general_category,"Plant extract with multiple colchicum alkaloids, not pure colchicine.",,,,,,
Hopfenzapfen-Trockenextrakt,2,N05CP30,Kombinationen,,,,1128,8060-28-4,Hopfenzapfen,BfArM BEZVO ASK #01128; PubChem CID 23308253,add_missing_cas_code,,,,,,,
Hyaluronidase vom Rind,1,B06AA03,Hyaluronidase,,,,2094,9001-54-1,Hyaluronidase,BfArM BEZVO ASK #02094,add_name_mapping,,,,,,,
Hyaluronsäure,1,S01KA01,Hyaluronsaeure,,,,12770,9004-61-9,Hyaluronsäure ((mit Angaben zur Herkunft)),BfArM BEZVO ASK #12770,add_name_mapping,DWH name is a shortened form of the BEZVO hyaluronic acid record.,,,,,,
Hyaluronsäure,1,S01XA45,Hyaluronsaeure,,,,12770,9004-61-9,Hyaluronsäure ((mit Angaben zur Herkunft)),BfArM BEZVO ASK #12770,add_name_mapping,,,,,,,
Hydromorphon hydrochlorid,1,N02AA03,Hydromorphon,,,,108,71-68-1,Hydromorphonhydrochlorid,BfArM BEZVO ASK #00108,add_name_mapping,,,,,,,
Hydroxychloroquin sulfat,1,P01BA02,Hydroxychloroquin,,,,7415,747-36-4,Hydroxychloroquinsulfat,BfArM BEZVO ASK #07415,add_name_mapping,,,,,,,
Hypromellose,1,S01KA02,Hypromellose,,,,1333,9004-65-3,Hypromellose ((ohne Angaben zum Substitutionstyp und zur Viskosität)),BfArM BEZVO ASK #01333; PubChem,add_missing_cas_code,,,,,,,
Hypromellose,1,S01XC05,Hypromellose,,,,1333,9004-65-3,Hypromellose ((ohne Angaben zum Substitutionstyp und zur Viskosität)),BfArM BEZVO ASK #01333; PubChem,add_missing_cas_code,,,,,,,
Hämagglutinin,1,J07BB02,"Influenza, inaktiviert, Spaltvirus oder Oberflaechenantigen",,,,,,,,not_mappable_general_category,Combined haemagglutinin antigens from multiple influenza strains; no single CAS applies.,,,,,,
Ibuprofen DL-lysin,1,M01AE01,Ibuprofen,,,,23391,57469-76-8,Ibuprofen-ᴅʟ-Lysin (1:1),BfArM BEZVO ASK #23391,add_name_mapping,,,,,,,
Immunglobulin vom Menschen,1,J06BA01,"Immunglobuline, normal human, zur extravasalen Anwendung",,,,,,,,not_mappable_general_category,Polyclonal human IgG preparation containing many different antibodies; no single CAS applies.,,,,,,
Immunglobulin vom Menschen,1,J06BA02,"Immunglobuline, normal human, zur intravasalen Anwendung",,,,,,,,not_mappable_general_category,Polyclonal human IgG preparation containing many different antibodies; no single CAS applies.,,,,,,
"Indapamid-0,5-Wasser",1,C03BA11,Indapamid,,,,12253,180004-24-4,Indapamid-Hemihydrat,BfArM BEZVO ASK #12253; PubChem CID 23725081,add_missing_cas_code,,,,,,,
"Indocyaningrün, Mononatriumsalz",1,V04CX01,Indocyaningruen,,,,10754,3599-32-4,Indocyaningrün-Mononatriumsalz,BfArM BEZVO ASK #10754,add_name_mapping,,,,,,,
Insulin,1,A10AD01,Insulin (human),,,,22265,,,BfArM BEZVO ASK #22265,wrong_split_dwh,"Part of the incorrectly split name 'Insulin, normal (human)'.",,,,,,
Insulin aspart-Isophan,2,A10AD05,Insulin aspart,,,,24022,116094-23-6,Insulin aspart,BfArM BEZVO ASK #24022,add_name_mapping,,,,,,,
Insulin lispro-Isophan,2,A10AD04,Insulin lispro,,,,26888,133107-64-9,Insulin lispro,BfArM BEZVO ASK #26888,add_name_mapping,,,,,,,
"Insulin, normal (human)",1,A10AB01,Insulin (human),,,,22265,11061-68-0,Insulin human ((mit Angaben zur Herstellung)),BfArM BEZVO ASK #22265,add_name_mapping,,,,,,,
Insulin-Isophan (human),1,A10AC01,Insulin (human),,,,11940,53027-39-7,Isophan-Insulin-Suspension zur Injektion (Ph.Eur.),BfArM BEZVO ASK #11940,add_name_mapping,,,,,,,
"Iod, organisch gebunden",1,V08AA20,Kombinationen,,,,,,,,not_mappable_general_category,General iodine-content term; the specific contrast substance is not identified.,,,,,,
"Iod, organisch gebunden",1,V08AD01,Ethylester iodierter Fettsaeuren,,,,,8008-53-5,Ethiodized oil,FDA GSRS UNII KZW0R0686Q,dirty_ingredient_text,DWH stores iodine content instead of the iodinated fatty acid ethyl ester substance.,content_instead_of_substance,Ethiodized oil,1,,,
Iodid-Ion,2,H03AA51,Levothyroxin-Natrium und Iod-Verbindungen,,,,1329,20461-54-5,Iodid,BfArM BEZVO ASK #01329,add_name_mapping,,,,,,,
Iodid-Ion,1,H03CA01,Iodide,,,,1329,20461-54-5,Iodid,BfArM BEZVO ASK #01329,add_name_mapping,,,,,,,
Ipratropium bromid-1-Wasser,1,R03AL01,Fenoterol und Ipratropiumbromid,,,,19720,66985-17-9,Ipratropiumbromid (Ph.Eur.),BfArM BEZVO ASK #19720,add_name_mapping,,,,,,,
Isoprenalin hydrochlorid,1,C01CA02,Isoprenalin,,,,7442,51-30-9,Isoprenalinhydrochlorid,BfArM BEZVO ASK #07442,add_name_mapping,,,,,,,
Isosorbid dinitrat,1,C01DA08,Isosorbiddinitrat,,,,5595,87-33-2,Isosorbiddinitrat,BfArM BEZVO ASK #05595,add_name_mapping,,,,,,,
Isosorbid mononitrat,1,C01DA14,Isosorbidmononitrat,,,,21993,16051-77-7,Isosorbidmononitrat,BfArM BEZVO ASK #21993,add_name_mapping,,,,,,,
Kalium canrenoat,1,C03DA02,Kaliumcanrenoat,,,,7205,2181-04-6,Kaliumcanrenoat,BfArM BEZVO ASK #07205,add_name_mapping,,,,,,,
Kalium-Ion,1,A12BA30,Kalium (verschiedene Salze in Kombination),,,,1305,24203-36-9,Kalium-Ion,BfArM BEZVO ASK #01305,check_mapping_or_join,Exact normalized DWH name already exists under the correct ASK.,,,,,,
Kamillenblüten-Extrakt,"2, 3",A01AE51,"Lidocain, Kombinationen",,,,,84082-60-0,Chamomilla recutita flower extract,GDCh; CosIng,add_new_substance,Chamomile flower extract has CAS 84082-60-0; no suitable BEZVO ASK was found.,,,,,,
Kamillenblüten-Extrakt und Schafgarbenkraut-Extrakt,1,A03AP30,Kombinationen,,,,,,,,not_mappable_general_category,Combined chamomile and yarrow mixed extract; no single ASK or CAS applies.,,,,,,
Kanamycin sulfat-1-Wasser,1,S01AA24,Kanamycin,,,,2231,5965-95-7,Kanamycinmonosulfat (Ph.Eur.),BfArM BEZVO ASK #02231,add_name_mapping,,,,,,,
Kiefernnadelöl,2,R04AP30,Kombinationen,,Kiefernnadelöl,1747,1747,8023-99-2,Kiefernnadelöl,BfArM BEZVO ASK #01747; PubChem,add_missing_cas_code,,,,,,,
Kollagen vom Pferd,1,J01GB03,Gentamicin,,,,18245,9007-34-5,Kollagen ((mit Angaben zur Herkunft)),BfArM BEZVO ASK #18245,add_name_mapping,,,,,,,
"Kollagen, Kombinationen",1,B02BC57,"Kollagen, Kombinationen",,,,,,,,not_mappable_general_category,Unspecified collagen combination; individual components are not available.,,,,,,
Kombinationen,1,D03BA20,Kombinationen,,,,,,,,not_mappable_general_category,Generic combination label; the actual active ingredients are not specified.,,,,,,
Kombinationen,1,R01AX30,Kombinationen,,,,,,,,not_mappable_general_category,Generic combination label; the actual active ingredients are not specified.,,,,,,
Kombinationen Hepatitis-Impfstoffen,1,J07BC20,Kombinationen,,,,,,,,not_mappable_general_category,Generic vaccine combination category; no specific antigen or substance is provided.,,,,,,
Kombinationen der Lösungen zur parenteralen Ernährung,1,B05BA10,Kombinationen,,,,,,,,not_mappable_general_category,Generic parenteral nutrition combination; no specific substance is provided.,,,,,,
Künstliche Tränen und andere indifferente Mittel,1,S01XA20,Kuenstliche Traenen und andere indifferente Mittel,,,,,,,,not_mappable_general_category,ATC category rather than a specific mappable substance.,,,,,,
Lactobacillus acidophilus-Kulturlyophilisat,1,G03CC06,Estriol,,,,,,,,not_mappable_general_category,Lyophilized Lactobacillus acidophilus culture; no single chemical CAS applies.,,,,,,
Lanthan(III)-Ion,1,V03AE03,Lanthan(III)-carbonat,,,,34213,54451-24-0,Lanthan(Ⅲ)-carbonat-Hydrat ((mit Angaben zum Wasser-Gehalt (1:x))),BfArM BEZVO ASK #34213,add_name_mapping,,,,,,,
Lercanidipin hydrochlorid,1,C08CA13,Lercanidipin,,,,24911,132866-11-6,Lercanidipinhydrochlorid,BfArM BEZVO ASK #24911,add_name_mapping,,,,,,,
Levocetirizin dihydrochlorid,1,R06AE09,Levocetirizin,,,,31082,130018-87-0,Levocetirizindihydrochlorid,BfArM BEZVO ASK #31082,add_name_mapping,,,,,,,
Levomethadon hydrochlorid,1,N02AC06,Levomethadon,,,,7540,5967-73-7,Levomethadonhydrochlorid,BfArM BEZVO ASK #07540,add_name_mapping,,,,,,,
Levomethadon hydrochlorid,1,N07BC05,Levomethadon,,,,7540,5967-73-7,Levomethadonhydrochlorid,BfArM BEZVO ASK #07540,add_name_mapping,,,,,,,
Lidocain hydrochlorid-1-Wasser,1,A01AE51,"Lidocain, Kombinationen",,,,1693,6108-05-0,Lidocainhydrochlorid-Monohydrat,BfArM BEZVO ASK #01693,add_name_mapping,,,,,,,
Lidocain hydrochlorid-1-Wasser,1,C01BB01,Lidocain,,,,1693,6108-05-0,Lidocainhydrochlorid-Monohydrat,BfArM BEZVO ASK #01693,add_name_mapping,,,,,,,
Lidocain hydrochlorid-1-Wasser,1,N01BB02,Lidocain,,,,1693,6108-05-0,Lidocainhydrochlorid-Monohydrat,BfArM BEZVO ASK #01693,add_name_mapping,,,,,,,
Lidocain hydrochlorid-1-Wasser,1,N01BB52,"Lidocain, Kombinationen",,,,1693,6108-05-0,Lidocainhydrochlorid-Monohydrat,BfArM BEZVO ASK #01693,add_name_mapping,,,,,,,
Lidocain hydrochlorid-1-Wasser,1,R02AA20,Verschiedene,,,,1693,6108-05-0,Lidocainhydrochlorid-Monohydrat,BfArM BEZVO ASK #01693,add_name_mapping,,,,,,,
Lisdexamfetamin dimesilat,1,N06BA12,Lisdexamfetamin,,,,37246,608137-33-3,Lisdexamfetamindimesilat,BfArM BEZVO ASK #37246,add_name_mapping,,,,,,,
Loperamid hydrochlorid,1,A07DA03,Loperamid,,,,11844,34552-83-5,Loperamidhydrochlorid,BfArM BEZVO ASK #11844,add_name_mapping,,,,,,,
Macrogol 3350,1,A06AD65,"Macrogol, Kombinationen",,Macrogol 3350,51317,51317,25322-68-3,Macrogol 3350,BfArM BEZVO ASK #51317,add_missing_cas_code,,,,,,,
Macrogol 4000,1,A06AD15,Macrogol,,Macrogol 4000,51320,51320,25322-68-3,Macrogol 4000,BfArM BEZVO ASK #51320,add_missing_cas_code,CAS is available in BEZVO but missing in DGH.,,,,,,
Macrogol-6,2,D02AE51,"Harnstoff, Kombinationen",,,,,,,,wrong_split_dwh,DWH name is truncated from Macrogol-6.5-lauryl ether; PEG 6 would be a false match.,,,,,,
Macrogol-9-laurylether,1,C05BB02,Polidocanol (Lauromacrogol 400),,,,39034,3055-99-0,"Lauromacrogol 400 (Ph.Eur.) ((Bezeichnung nur zulässig, wenn der Stoff arzneilich wirksamer Bestandteil ist))",BfArM BEZVO ASK #39034,add_name_mapping,,,,,,,
Macrogol-9-laurylether,1,D04AB11,Polidocanol (Lauromacrogol 400),,,,39034,3055-99-0,"Lauromacrogol 400 (Ph.Eur.) ((Bezeichnung nur zulässig, wenn der Stoff arzneilich wirksamer Bestandteil ist))",BfArM BEZVO ASK #39034,add_name_mapping,,,,,,,
Magnesium-Ion,1,A12CC05,Magnesiumaspartat,,,,1309,22537-22-0,Magnesium-Ion,BfArM BEZVO ASK #01309,check_mapping_or_join,Exact normalized DWH name already exists under the correct ASK.,,,,,,
Magnesium-Ion,1,A12CC11,Magnesiumcarbonat,,,,1309,22537-22-0,Magnesium-Ion,BfArM BEZVO ASK #01309,check_mapping_or_join,,,,,,,
Magnesium-Ion,1,A12CC30,Magnesium (verschiedene Salze in Kombination),,,,1309,22537-22-0,Magnesium-Ion,BfArM BEZVO ASK #01309,check_mapping_or_join,,,,,,,
Magnesium-Ion,"1, 2",B05XA05,Magnesiumsulfat,,,,1309,22537-22-0,Magnesium-Ion,BfArM BEZVO ASK #01309,check_mapping_or_join,,,,,,,
Melperon hydrochlorid,1,N05AD03,Melperon,,,,11063,1622-79-3,Melperonhydrochlorid,BfArM BEZVO ASK #11063,add_name_mapping,,,,,,,
Memantin hydrochlorid,1,N06DX01,Memantin,,,,16705,41100-52-1,Memantinhydrochlorid,BfArM BEZVO ASK #16705,add_name_mapping,,,,,,,
"Meningokokken-B-Impfstoff, rekombiniert, monovalent",1,J07AH09,"Meningokokken B, Multikomponenten-Impfstoff",,,,,,,,not_mappable_general_category,Multicomponent meningococcal B vaccine; no single substance CAS applies.,,,,,,
"Meningokokken-Polysaccharid-T-Konjugat-Impfstoff, tetravalent (A, C, W135, Y)",1,J07AH08,"Meningokokken tetravalent (A, C, Y, W-135), gereinigtes Polysaccharid-Antigen, konjugiert",,,,,,,,not_mappable_general_category,Tetravalent conjugate vaccine containing four serogroup polysaccharide antigens; no single substance CAS applies.,,,,,,
Mepivacain hydrochlorid,1,N01BB03,Mepivacain,,,,5638,16452-56-5,Mepivacainhydrochlorid,BfArM BEZVO ASK #05638,add_name_mapping,,,,,,,
Mercaptopurin-1-Wasser,1,L01BB02,Mercaptopurin,,,,21855,6112-76-1,Mercaptopurin-Monohydrat,BfArM BEZVO ASK #21855,add_name_mapping,,,,,,,
Metamizol natrium-1-Wasser,1,N02BB02,Metamizol-Natrium,,,,258,5907-38-0,Metamizol-Natrium-Monohydrat,BfArM BEZVO ASK #00258,add_name_mapping,,,,,,,
Metformin hydrochlorid,1,A10BA02,Metformin,,,,6150,1115-70-4,Metforminhydrochlorid,BfArM BEZVO ASK #06150,add_name_mapping,,,,,,,
Metformin hydrochlorid,2,A10BD07,Metformin und Sitagliptin,,,,6150,1115-70-4,Metforminhydrochlorid,BfArM BEZVO ASK #06150,add_name_mapping,,,,,,,
Methadon hydrochlorid,1,N07BC02,Methadon,,,,6581,1095-90-5,Methadonhydrochlorid,BfArM BEZVO ASK #06581,add_name_mapping,,,,,,,
Methylergometrin maleat,1,G02AB01,Methylergometrin,,,,13057,57432-61-8,Methylergometrinmaleat,BfArM BEZVO ASK #13057,add_name_mapping,,,,,,,
Methylnaltrexonium bromid,1,A06AH01,Methylnaltrexonbromid,,,,35885,916055-92-0,Methylnaltrexonbromid,BfArM BEZVO ASK #35885,add_name_mapping,,,,,,,
Methylphenidat hydrochlorid,1,N06BA04,Methylphenidat,,,,6085,23655-65-4,Methylphenidathydrochlorid,BfArM BEZVO ASK #06085,add_name_mapping,,,,,,,
Methylprednisolon aceponat,1,D07AC14,Methylprednisolonaceponat,,,,23093,86401-95-8,Methylprednisolonaceponat,BfArM BEZVO ASK #23093,add_name_mapping,,,,,,,
Methylthioninium chlorid,1,V03AB17,Methylthioniniumchlorid,,,,197,61-73-4,Methylthioniniumchlorid,BfArM BEZVO ASK #00197,add_name_mapping,,,,,,,
